T,M,D,K,C,Val,DK,DKC
9,4,C1,P3,S4,-992.4382075008805,"C1,P3","C1,P3,S4"
9,4,C1,P3,S6,7.5617924991195515,"C1,P3","C1,P3,S6"
9,4,C2,P3,S1,-992.4382075008805,"C2,P3","C2,P3,S1"
9,4,C2,P3,S4,-992.4382075008805,"C2,P3","C2,P3,S4"
9,4,C2,P3,S6,7.5617924991195515,"C2,P3","C2,P3,S6"
10,0,C1,P3,S1,8.466174574128356,"C1,P3","C1,P3,S1"
10,0,C1,P3,S4,-991.5338254258717,"C1,P3","C1,P3,S4"
10,0,C1,P3,S6,8.466174574128356,"C1,P3","C1,P3,S6"
10,0,C2,P3,S1,-991.5338254258717,"C2,P3","C2,P3,S1"
10,0,C2,P3,S4,-991.5338254258717,"C2,P3","C2,P3,S4"
10,0,C2,P3,S6,8.466174574128356,"C2,P3","C2,P3,S6"
10,1,C1,P3,S1,8.466174574128356,"C1,P3","C1,P3,S1"
10,1,C1,P3,S4,-991.5338254258717,"C1,P3","C1,P3,S4"
10,1,C1,P3,S6,8.466174574128356,"C1,P3","C1,P3,S6"
10,1,C2,P3,S1,-991.5338254258717,"C2,P3","C2,P3,S1"
10,1,C2,P3,S4,-991.5338254258717,"C2,P3","C2,P3,S4"
10,1,C2,P3,S6,8.466174574128356,"C2,P3","C2,P3,S6"
10,2,C1,P3,S1,8.466174574128356,"C1,P3","C1,P3,S1"
10,2,C1,P3,S4,-991.5338254258717,"C1,P3","C1,P3,S4"
10,2,C1,P3,S6,8.466174574128356,"C1,P3","C1,P3,S6"
10,2,C2,P3,S1,-991.5338254258717,"C2,P3","C2,P3,S1"
10,2,C2,P3,S4,-991.5338254258717,"C2,P3","C2,P3,S4"
10,2,C2,P3,S6,8.466174574128356,"C2,P3","C2,P3,S6"
10,3,C1,P3,S1,8.466174574128356,"C1,P3","C1,P3,S1"
10,3,C1,P3,S4,-991.5338254258717,"C1,P3","C1,P3,S4"
10,3,C1,P3,S6,8.466174574128356,"C1,P3","C1,P3,S6"
10,3,C2,P3,S1,-991.5338254258717,"C2,P3","C2,P3,S1"
10,3,C2,P3,S4,-991.5338254258717,"C2,P3","C2,P3,S4"
10,3,C2,P3,S6,8.466174574128356,"C2,P3","C2,P3,S6"
10,4,C1,P3,S1,8.466174574128356,"C1,P3","C1,P3,S1"
10,4,C1,P3,S4,-991.5338254258717,"C1,P3","C1,P3,S4"
10,4,C1,P3,S6,8.466174574128356,"C1,P3","C1,P3,S6"
10,4,C2,P3,S1,-991.5338254258717,"C2,P3","C2,P3,S1"
10,4,C2,P3,S4,-991.5338254258717,"C2,P3","C2,P3,S4"
10,4,C2,P3,S6,8.466174574128356,"C2,P3","C2,P3,S6"
