T,M,D,K,C,Val,Usage,Val_Adj
5,1,C1,P3,S1,-4.701837812500001,0.26666666666666666,-17.631891796875003
5,1,C1,P3,S4,-4.701837812500001,1.0222222222222221,-4.599623947010871
5,1,C1,P3,S6,-4.701837812500001,0.13333333333333333,-35.263783593750006
5,1,C2,P3,S1,-4.701837812500001,1.0222222222222221,-4.599623947010871
5,1,C2,P3,S4,-4.701837812500001,1.1555555555555554,-4.068898106971155
5,1,C2,P3,S6,-4.701837812500001,0.2222222222222222,-21.158270156250005
5,2,C1,P3,S1,-4.701837812500001,0.26666666666666666,-17.631891796875003
5,2,C1,P3,S4,-4.701837812500001,1.0222222222222221,-4.599623947010871
5,2,C1,P3,S6,-4.701837812500001,0.13333333333333333,-35.263783593750006
5,2,C2,P3,S1,-4.701837812500001,1.0222222222222221,-4.599623947010871
5,2,C2,P3,S4,-4.701837812500001,1.1555555555555554,-4.068898106971155
5,2,C2,P3,S6,-4.701837812500001,0.2222222222222222,-21.158270156250005
5,3,C1,P3,S1,-4.701837812500001,0.26666666666666666,-17.631891796875003
5,3,C1,P3,S4,-4.701837812500001,1.0222222222222221,-4.599623947010871
5,3,C1,P3,S6,-4.701837812500001,0.13333333333333333,-35.263783593750006
5,3,C2,P3,S1,-4.701837812500001,1.0222222222222221,-4.599623947010871
5,3,C2,P3,S4,-4.701837812500001,1.1555555555555554,-4.068898106971155
5,3,C2,P3,S6,-4.701837812500001,0.2222222222222222,-21.158270156250005
5,4,C1,P3,S1,-4.701837812500001,0.26666666666666666,-17.631891796875003
5,4,C1,P3,S4,-4.701837812500001,1.0222222222222221,-4.599623947010871
5,4,C1,P3,S6,-4.701837812500001,0.13333333333333333,-35.263783593750006
5,4,C2,P3,S1,-4.701837812500001,1.0222222222222221,-4.599623947010871
5,4,C2,P3,S4,-4.701837812500001,1.1555555555555554,-4.068898106971155
5,4,C2,P3,S6,-4.701837812500001,0.2222222222222222,-21.158270156250005
6,0,C1,P3,S1,-3.9667459218750007,0.26666666666666666,-14.875297207031252
6,0,C1,P3,S4,-3.9667459218750007,1.0222222222222221,-3.8805123148777185
6,0,C1,P3,S6,-3.9667459218750007,0.13333333333333333,-29.750594414062505
6,0,C2,P3,S1,-3.9667459218750007,1.0222222222222221,-3.8805123148777185
6,0,C2,P3,S4,-3.9667459218750007,1.1555555555555554,-3.4327608939302894
6,0,C2,P3,S6,-3.9667459218750007,0.2222222222222222,-17.850356648437504
6,1,C1,P3,S1,-3.9667459218750007,0.26666666666666666,-14.875297207031252
6,1,C1,P3,S4,-3.9667459218750007,1.0222222222222221,-3.8805123148777185
6,1,C1,P3,S6,-3.9667459218750007,0.13333333333333333,-29.750594414062505
6,1,C2,P3,S1,-3.9667459218750007,1.0222222222222221,-3.8805123148777185
6,1,C2,P3,S4,-3.9667459218750007,1.1555555555555554,-3.4327608939302894
6,1,C2,P3,S6,-3.9667459218750007,0.2222222222222222,-17.850356648437504
6,2,C1,P3,S1,-3.9667459218750007,0.26666666666666666,-14.875297207031252
6,2,C1,P3,S4,-3.9667459218750007,1.0222222222222221,-3.8805123148777185
6,2,C1,P3,S6,-3.9667459218750007,0.13333333333333333,-29.750594414062505
6,2,C2,P3,S1,-3.9667459218750007,1.0222222222222221,-3.8805123148777185
6,2,C2,P3,S4,-3.9667459218750007,1.1555555555555554,-3.4327608939302894
6,2,C2,P3,S6,-3.9667459218750007,0.2222222222222222,-17.850356648437504
6,3,C1,P3,S1,-3.9667459218750007,0.26666666666666666,-14.875297207031252
6,3,C1,P3,S4,-3.9667459218750007,1.0222222222222221,-3.8805123148777185
6,3,C1,P3,S6,-3.9667459218750007,0.13333333333333333,-29.750594414062505
6,3,C2,P3,S1,-3.9667459218750007,1.0222222222222221,-3.8805123148777185
6,3,C2,P3,S4,-3.9667459218750007,1.1555555555555554,-3.4327608939302894
6,3,C2,P3,S6,-3.9667459218750007,0.2222222222222222,-17.850356648437504
6,4,C1,P3,S1,-3.9667459218750007,0.26666666666666666,-14.875297207031252
6,4,C1,P3,S4,-3.9667459218750007,1.0222222222222221,-3.8805123148777185
6,4,C1,P3,S6,-3.9667459218750007,0.13333333333333333,-29.750594414062505
6,4,C2,P3,S1,-3.9667459218750007,1.0222222222222221,-3.8805123148777185
6,4,C2,P3,S4,-3.9667459218750007,1.1555555555555554,-3.4327608939302894
6,4,C2,P3,S6,-3.9667459218750007,0.2222222222222222,-17.850356648437504
7,0,C1,P3,S1,-3.268408625781251,0.26666666666666666,-12.256532346679691
7,0,C1,P3,S4,-3.268408625781251,1.0222222222222221,-3.1973562643512237
7,0,C1,P3,S6,-3.268408625781251,0.13333333333333333,-24.513064693359382
7,0,C2,P3,S1,-3.268408625781251,1.0222222222222221,-3.1973562643512237
7,0,C2,P3,S4,-3.268408625781251,1.1555555555555554,-2.8284305415414672
7,0,C2,P3,S6,-3.268408625781251,0.2222222222222222,-14.707838816015629
7,1,C1,P3,S1,-3.268408625781251,0.26666666666666666,-12.256532346679691
7,1,C1,P3,S4,-3.268408625781251,1.0222222222222221,-3.1973562643512237
7,1,C1,P3,S6,-3.268408625781251,0.13333333333333333,-24.513064693359382
7,1,C2,P3,S1,-3.268408625781251,1.0222222222222221,-3.1973562643512237
7,1,C2,P3,S4,-3.268408625781251,1.1555555555555554,-2.8284305415414672
7,1,C2,P3,S6,-3.268408625781251,0.2222222222222222,-14.707838816015629
7,2,C1,P3,S1,-3.268408625781251,0.26666666666666666,-12.256532346679691
7,2,C1,P3,S4,-3.268408625781251,1.0222222222222221,-3.1973562643512237
7,2,C1,P3,S6,-3.268408625781251,0.13333333333333333,-24.513064693359382
7,2,C2,P3,S1,-3.268408625781251,1.0222222222222221,-3.1973562643512237
7,2,C2,P3,S4,-3.268408625781251,1.1555555555555554,-2.8284305415414672
7,2,C2,P3,S6,-3.268408625781251,0.2222222222222222,-14.707838816015629
7,3,C1,P3,S1,-3.268408625781251,0.26666666666666666,-12.256532346679691
7,3,C1,P3,S4,-3.268408625781251,1.0222222222222221,-3.1973562643512237
7,3,C1,P3,S6,-3.268408625781251,0.13333333333333333,-24.513064693359382
7,3,C2,P3,S1,-3.268408625781251,1.0222222222222221,-3.1973562643512237
7,3,C2,P3,S4,-3.268408625781251,1.1555555555555554,-2.8284305415414672
7,3,C2,P3,S6,-3.268408625781251,0.2222222222222222,-14.707838816015629
7,4,C1,P3,S1,-3.268408625781251,0.26666666666666666,-12.256532346679691
7,4,C1,P3,S4,-3.268408625781251,1.0222222222222221,-3.1973562643512237
7,4,C1,P3,S6,-3.268408625781251,0.13333333333333333,-24.513064693359382
7,4,C2,P3,S1,-3.268408625781251,1.0222222222222221,-3.1973562643512237
7,4,C2,P3,S4,-3.268408625781251,1.1555555555555554,-2.8284305415414672
7,4,C2,P3,S6,-3.268408625781251,0.2222222222222222,-14.707838816015629
8,0,C1,P3,S1,-2.604988194492188,0.26666666666666666,-9.768705729345706
8,0,C1,P3,S4,-2.604988194492188,1.0222222222222221,-2.5483580163510537
8,0,C1,P3,S6,-2.604988194492188,0.13333333333333333,-19.537411458691412
8,0,C2,P3,S1,-2.604988194492188,1.0222222222222221,-2.5483580163510537
8,0,C2,P3,S4,-2.604988194492188,1.1555555555555554,-2.254316706772086
8,0,C2,P3,S6,-2.604988194492188,0.2222222222222222,-11.722446875214848
8,1,C1,P3,S1,-2.604988194492188,0.26666666666666666,-9.768705729345706
8,1,C1,P3,S4,-2.604988194492188,1.0222222222222221,-2.5483580163510537
8,1,C1,P3,S6,-2.604988194492188,0.13333333333333333,-19.537411458691412
8,1,C2,P3,S1,-2.604988194492188,1.0222222222222221,-2.5483580163510537
8,1,C2,P3,S4,-2.604988194492188,1.1555555555555554,-2.254316706772086
8,1,C2,P3,S6,-2.604988194492188,0.2222222222222222,-11.722446875214848
8,2,C1,P3,S1,-2.604988194492188,0.26666666666666666,-9.768705729345706
8,2,C1,P3,S4,-2.604988194492188,1.0222222222222221,-2.5483580163510537
8,2,C1,P3,S6,-2.604988194492188,0.13333333333333333,-19.537411458691412
8,2,C2,P3,S1,-2.604988194492188,1.0222222222222221,-2.5483580163510537
8,2,C2,P3,S4,-2.604988194492188,1.1555555555555554,-2.254316706772086
8,2,C2,P3,S6,-2.604988194492188,0.2222222222222222,-11.722446875214848
8,3,C1,P3,S1,-2.604988194492188,0.26666666666666666,-9.768705729345706
8,3,C1,P3,S4,-2.604988194492188,1.0222222222222221,-2.5483580163510537
8,3,C1,P3,S6,-2.604988194492188,0.13333333333333333,-19.537411458691412
8,3,C2,P3,S1,-2.604988194492188,1.0222222222222221,-2.5483580163510537
